Category|Manufacturer|Type|DeviceID|TestSignal|Firmware|
Graphic cards|INTEL|i810|0x8086:0x7121|none|10.01.100|
Graphic cards|INTEL|i810-dc100|0x8086:0x7123|none|4.11.100|
Graphic cards|INTEL|i810-dc100|0x8086:0x7123|none|10.01.100|
Graphic cards|INTEL|i810e|0x8086:0x7125|none|4.11.100|
Graphic cards|INTEL|i810e|0x8086:0x7125|none|10.01.100|
Graphic cards|INTEL|i815|0x8086:0x1132|none|4.11.100|
Graphic cards|INTEL|i815|0x8086:0x1132|none|10.01.100|
Graphic cards|INTEL|i830M|0x8086:0x3577|none|4.11.100|
Graphic cards|INTEL|i830M|0x8086:0x3577|none|10.01.100|
Graphic cards|INTEL|Ivybridge Desktop (GT1)|0x8086:0x0152|none|4.11.100|
Graphic cards|INTEL|Ivybridge Desktop (GT1)|0x8086:0x0152|none|10.01.100|
Graphic cards|INTEL|Ivybridge Desktop (GT2)|0x8086:0x0162|none|4.11.100|
Graphic cards|INTEL|Ivybridge Desktop (GT2)|0x8086:0x0162|none|10.01.100|
Graphic cards|INTEL|Ivybridge Mobile (GT1)|0x8086:0x0156|none|4.11.100|
Graphic cards|INTEL|Ivybridge Mobile (GT1)|0x8086:0x0156|none|10.01.100|
Graphic cards|INTEL|Ivybridge Mobile (GT2)|0x8086:0x0166|none|4.11.100|
Graphic cards|INTEL|Ivybridge Mobile (GT2)|0x8086:0x0166|none|10.01.100|
Graphic cards|INTEL|Ivybridge Server|0x8086:0x015A|none|4.11.100|
Graphic cards|INTEL|Ivybridge Server|0x8086:0x015A|none|10.01.100|
Graphic cards|INTEL|Pineview G|0x8086:0xA001|green|4.11.100|
Graphic cards|INTEL|Pineview G|0x8086:0xA001|green|10.01.100|
Graphic cards|INTEL|Pineview GM|0x8086:0xA011|none|4.11.100|
Graphic cards|INTEL|Pineview GM|0x8086:0xA011|none|10.01.100|
Graphic cards|INTEL|Q33|0x8086:0x29D2|none|4.11.100|
Graphic cards|INTEL|Q33|0x8086:0x29D2|none|10.01.100|
Graphic cards|INTEL|Q35|0x8086:0x29B2|none|4.11.100|
Graphic cards|INTEL|Q35|0x8086:0x29B2|none|10.01.100|
Graphic cards|INTEL|Q45/Q43|0x8086:0x2E12|none|4.11.100|
Graphic cards|INTEL|Q45/Q43|0x8086:0x2E12|none|10.01.100|
Graphic cards|INTEL|Sandybridge Desktop (GT1)|0x8086:0x0102|green|4.11.100|
Graphic cards|INTEL|Sandybridge Desktop (GT1)|0x8086:0x0102|green|10.01.100|
Graphic cards|INTEL|Sandybridge Desktop (GT2)|0x8086:0x0112|none|4.11.100|
Graphic cards|INTEL|Sandybridge Desktop (GT2)|0x8086:0x0112|none|10.01.100|
Graphic cards|INTEL|Sandybridge Desktop (GT2+)|0x8086:0x0122|none|4.11.100|
Graphic cards|INTEL|Sandybridge Desktop (GT2+)|0x8086:0x0122|none|10.01.100|
Graphic cards|INTEL|Sandybridge Mobile (GT1)|0x8086:0x0106|green|4.11.100|
Graphic cards|INTEL|Sandybridge Mobile (GT1)|0x8086:0x0106|green|10.01.100|
Graphic cards|INTEL|Sandybridge Mobile (GT2)|0x8086:0x0116|none|4.11.100|
Graphic cards|INTEL|Sandybridge Mobile (GT2)|0x8086:0x0116|none|10.01.100|
Graphic cards|INTEL|Sandybridge Mobile (GT2+)|0x8086:0x0126|none|4.11.100|
Graphic cards|INTEL|Sandybridge Mobile (GT2+)|0x8086:0x0126|none|10.01.100|
Graphic cards|INTEL|Sandybridge Server|0x8086:0x010A|none|4.11.100|
Graphic cards|INTEL|Sandybridge Server|0x8086:0x010A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0402|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0402|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0406|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0406|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040A|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x040E|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x041B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x041B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x041E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x041E|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x042B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x042B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x042E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x042E|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A02|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A02|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A06|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A06|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0A|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A0E|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A12|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A12|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A1A|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A1A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A1B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0A1B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D02|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D02|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D06|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D06|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0A|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D0E|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1A|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1A|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1B|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1B|none|10.01.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1E|none|5.05.100|
Graphic cards|INTEL|HD Graphics|0x8086:0x0D1E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 4200|0x8086:0x0A1E|none|5.05.100|
Graphic cards|INTEL|HD Graphics 4200|0x8086:0x0A1E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 4400|0x8086:0x0A16|none|5.05.100|
Graphic cards|INTEL|HD Graphics 4400|0x8086:0x0A16|none|10.01.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0412|green|5.05.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0412|green|5.06.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0412|green|10.01.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0416|none|5.05.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0416|none|10.01.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0D12|none|5.05.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0D12|none|10.01.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0D16|none|5.05.100|
Graphic cards|INTEL|HD Graphics 4600|0x8086:0x0D16|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0422|none|5.05.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0422|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0426|none|5.05.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0426|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x042A|none|5.05.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x042A|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0A26|none|5.05.100|
Graphic cards|INTEL|HD Graphics 5000|0x8086:0x0A26|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0155|none|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0155|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0157|none|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0157|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F30|none|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F30|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F31|green|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F31|green|5.06.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F31|green|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F32|none|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F32|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F33|none|5.05.100|
Graphic cards|INTEL|HD Graphics (Baytrail)|0x8086:0x0F33|none|10.01.100|
Graphic cards|INTEL|HD Graphics P4000|0x8086:0x016A|none|5.05.100|
Graphic cards|INTEL|HD Graphics P4000|0x8086:0x016A|none|10.01.100|
Graphic cards|INTEL|HD Graphics P4600/P4700|0x8086:0x041A|none|5.05.100|
Graphic cards|INTEL|HD Graphics P4600/P4700|0x8086:0x041A|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A22|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A22|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2A|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2A|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2B|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2B|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2E|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Graphics 5100|0x8086:0x0A2E|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D22|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D22|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D26|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D26|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2A|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2A|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2B|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2B|none|10.01.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2E|none|5.05.100|
Graphic cards|INTEL|Iris(TM) Pro Graphics 5200|0x8086:0x0D2E|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1602|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1602|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1606|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1606|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160B|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160B|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160E|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160E|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160E|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160A|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160A|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160D|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160D|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5600|0x8086:0x1612|none|5.06.100|
Graphic cards|INTEL|HD Graphics 5600|0x8086:0x1612|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5500|0x8086:0x1616|none|5.06.100|
Graphic cards|INTEL|HD Graphics 5500|0x8086:0x1616|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161B|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161B|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161A|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161A|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161D|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x161D|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x161E|none|5.06.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x161E|none|10.01.100|
Graphic cards|INTEL|Iris Pro Graphics 6200|0x8086:0x1622|none|5.06.100|
Graphic cards|INTEL|Iris Pro Graphics 6200|0x8086:0x1622|none|10.01.100|
Graphic cards|INTEL|HD Graphics 6000|0x8086:0x1626|none|5.06.100|
Graphic cards|INTEL|HD Graphics 6000|0x8086:0x1626|none|10.01.100|
Graphic cards|INTEL|Iris Graphics 6100|0x8086:0x162B|none|5.06.100|
Graphic cards|INTEL|Iris Graphics 6100|0x8086:0x162B|none|10.01.100|
Graphic cards|INTEL|Iris Pro Graphics P6300|0x8086:0x162A|none|5.06.100|
Graphic cards|INTEL|Iris Pro Graphics P6300|0x8086:0x162A|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x162D|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x162D|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x162E|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x162E|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1632|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1632|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1636|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x1636|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163B|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163B|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163A|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163A|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163D|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163D|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163E|none|5.06.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x163E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B0|none|5.09.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B0|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B1|none|5.09.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B1|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B2|none|5.09.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B2|none|10.01.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B3|none|5.09.100|
Graphic cards|INTEL|HD Graphics 5300|0x8086:0x22B3|none|10.01.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake ULX GT1)|0x8086:0x190E|none|5.10.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake ULX GT1)|0x8086:0x190E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake DT GT1)|0x8086:0x1902|none|5.10.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake DT GT1)|0x8086:0x1902|none|10.01.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake Halo GT1)|0x8086:0x190B|none|5.10.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake Halo GT1)|0x8086:0x190B|none|10.01.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake SRV GT1)|0x8086:0x190A|none|5.10.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake SRV GT1)|0x8086:0x190A|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULT GT2)|0x8086:0x1916|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULT GT2)|0x8086:0x1916|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULT GT2F)|0x8086:0x1921|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULT GT2F)|0x8086:0x1921|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULX GT2)|0x8086:0x191E|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake ULX GT2)|0x8086:0x191E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake DT GT2)|0x8086:0x1912|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake DT GT2)|0x8086:0x1912|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake Halo GT2)|0x8086:0x191B|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake Halo GT2)|0x8086:0x191B|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake SRV GT2)|0x8086:0x191A|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake SRV GT2)|0x8086:0x191A|none|10.01.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake WKS GT2)|0x8086:0x191D|none|5.10.100|
Graphic cards|INTEL|HD Graphics 520 (Skylake WKS GT2)|0x8086:0x191D|none|10.01.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake ULT GT3)|0x8086:0x1926|none|5.10.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake ULT GT3)|0x8086:0x1926|none|10.01.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake Halo GT3)|0x8086:0x192B|none|5.10.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake Halo GT3)|0x8086:0x192B|none|10.01.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake SRV GT3)|0x8086:0x192A|none|5.10.100|
Graphic cards|INTEL|HD Graphics 540 (Skylake SRV GT3)|0x8086:0x192A|none|10.01.100|
Graphic cards|INTEL|HD Graphics (Broadwell)|0x8086:0x160E|none|10.01.100|
Graphic cards|INTEL|HD Graphics 510 (Skylake ULT GT1)|0x8086:0x1906|none|10.01.100|
Graphic cards|NVIDIA|GeForce 305M|0x10DE:0x0A6E|none|4.11.100|
Graphic cards|NVIDIA|GeForce 305M|0x10DE:0x0A73|none|4.11.100|
Graphic cards|NVIDIA|GeForce 310M|0x10DE:0x0A70|none|4.11.100|
Graphic cards|NVIDIA|GeForce 310M|0x10DE:0x0A75|none|4.11.100|
Graphic cards|NVIDIA|GeForce 315M|0x10DE:0x0A7A|none|4.11.100|
Graphic cards|NVIDIA|GeForce 610M|0x10DE:0x0DEA|none|4.11.100|
Graphic cards|NVIDIA|GeForce 610M|0x10DE:0x0DEA|none|10.01.100|
Graphic cards|NVIDIA|GeForce 610M|0x10DE:0x1058|none|4.11.100|
Graphic cards|NVIDIA|GeForce 610M|0x10DE:0x1058|none|10.01.100|
Graphic cards|NVIDIA|GeForce 7000M/nForce 610M|0x10DE:0x0533|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7025/nForce 630a|0x10DE:0x03D6|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7025/nForce 630a|0x10DE:0x053E|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7050/nForce 610i|0x10DE:0x07E3|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7050/nForce 620i|0x10DE:0x07E5|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7050/nForce 630i|0x10DE:0x07E2|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7050 PV/nForce 630a|0x10DE:0x053A|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7050 PV/nForce 630a|0x10DE:0x053B|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7100/nForce 630i|0x10DE:0x07E1|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7150M/nForce 630M|0x10DE:0x0531|none|4.11.100|
Graphic cards|NVIDIA|GeForce 7150/nForce 630i|0x10DE:0x07E0|none|4.11.100|
Graphic cards|NVIDIA|GeForce 8100/nForce 720a|0x10DE:0x084F|none|4.11.100|
Graphic cards|NVIDIA|GeForce 8400 GS|0x10DE:0x10C3|none|4.11.100|
Graphic cards|NVIDIA|GeForce 8800M GTS|0x10DE:0x0609|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9200M GS|0x10DE:0x06E8|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9300/nForce 730i|0x10DE:0x086C|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9400M G|0x10DE:0x0866|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9600 GT|0x10DE:0x062E|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9600M GT|0x10DE:0x0649|none|4.11.100|
Graphic cards|NVIDIA|GeForce 9650 S|0x10DE:0x0656|none|4.11.100|
Graphic cards|NVIDIA|GeForce G102M|0x10DE:0x0872|none|4.11.100|
Graphic cards|NVIDIA|GeForce G102M|0x10DE:0x0873|none|4.11.100|
Graphic cards|NVIDIA|GeForce G103M|0x10DE:0x06EF|none|4.11.100|
Graphic cards|NVIDIA|GeForce G105M|0x10DE:0x06EC|none|4.11.100|
Graphic cards|NVIDIA|GeForce G110M|0x10DE:0x0651|none|4.11.100|
Graphic cards|NVIDIA|GeForce G210M|0x10DE:0x0A74|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 120|0x10DE:0x0655|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 130M|0x10DE:0x0652|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 220M|0x10DE:0x0654|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 540M|0x10DE:0x0DF4|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 540M|0x10DE:0x0DF4|none|10.01.100|
Graphic cards|NVIDIA|GeForce GT 555M|0x10DE:0x1247|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 555M|0x10DE:0x1247|none|10.01.100|
Graphic cards|NVIDIA|GeForce GT 555M|0x10DE:0x124D|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 555M|0x10DE:0x124D|none|10.01.100|
Graphic cards|NVIDIA|GeForce GT 620M|0x10DE:0x1140|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 630M|0x10DE:0x0DE9|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 630M|0x10DE:0x0DE9|none|10.01.100|
Graphic cards|NVIDIA|GeForce GT 630M|0x10DE:0x1140|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 635M|0x10DE:0x1247|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 635M|0x10DE:0x124D|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 640M|0x10DE:0x0FD2|none|4.11.100|
Graphic cards|NVIDIA|GeForce GT 640M|0x10DE:0x0FD2|none|10.01.100|
Graphic cards|NVIDIA|GeForce GTX 660|0x10DE:0x1185|none|4.11.100|
Graphic cards|NVIDIA|GeForce GTX 660|0x10DE:0x1185|none|10.01.100|
Graphic cards|NVIDIA|GeForce GTX 670|0x10DE:0x1189|none|4.11.100|
Graphic cards|NVIDIA|GeForce GTX 670|0x10DE:0x1189|none|10.01.100|
Graphic cards|NVIDIA|HICx16 + Graphics|0x10DE:0x06FF|none|4.11.100|
Graphic cards|NVIDIA|Quadro 2000|0x10DE:0x0DD8|none|4.11.100|
Graphic cards|NVIDIA|Quadro 2000|0x10DE:0x0DD8|none|10.01.100|
Graphic cards|NVIDIA|Quadro 2000D|0x10DE:0x0DD8|none|4.11.100|
Graphic cards|NVIDIA|Quadro FX 370 LP|0x10DE:0x06F9|none|4.11.100|
Graphic cards|NVIDIA|Quadro NVS 210S/GeForce 6150LE|0x10DE:0x0245|none|4.11.100|
Graphic cards|NVIDIA|Tesla C1060|0x10DE:0x05E7|none|4.11.100|
Graphic cards|NVIDIA|Tesla C2050/C2070|0x10DE:0x06D1|none|4.11.100|
Graphic cards|NVIDIA|Tesla C2070|0x10DE:0x06D1|none|4.11.100|
Graphic cards|NVIDIA|Tesla C2075|0x10DE:0x1096|none|4.11.100|
Graphic cards|NVIDIA|Tesla C2075|0x10DE:0x1096|none|10.01.100|
Graphic cards|NVIDIA|Tesla M1060|0x10DE:0x05E7|none|4.11.100|
Graphic cards|NVIDIA|Tesla M2050|0x10DE:0x06DE|none|4.11.100|
Graphic cards|NVIDIA|Tesla M2070|0x10DE:0x06D2|none|4.11.100|
Graphic cards|NVIDIA|Tesla M2070|0x10DE:0x06D2|none|10.01.100|
Graphic cards|NVIDIA|Tesla M2090|0x10DE:0x1091|none|4.11.100|
Graphic cards|NVIDIA|Tesla M2090|0x10DE:0x1091|none|10.01.100|
Graphic cards|NVIDIA|Tesla T10 Processor|0x10DE:0x05E7|none|4.11.100|
Graphic cards|NVIDIA|Tesla T20 Processor|0x10DE:0x06DE|none|4.11.100|
Graphic cards|NVIDIA|Tesla T20 Processor|0x10DE:0x06DE|none|10.01.100|
Graphic cards|NVIDIA|Tesla X2090|0x10DE:0x1091|none|4.11.100|
Graphic cards|NVIDIA|NVS 810|0x10DE:0x13B9|green|10.01.100|
Graphic cards|NVIDIA|NVS 810|0x10DE:0x13B9|none|10.01.100|
Graphic cards|NVIDIA|GeForce GT 610|0x10DE:0x0DE7|none|10.01.100|
